link;comentarios;data_comentario
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;E o Bozo com bafo da saca ruiva do Tramp à toa...;2019-10-10T20:47:08
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Mais uma tomada no cool do bozoasno kkkkkk;2019-10-10T20:39:50
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Kkk;2019-10-10T20:46:22
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;hoje o Brasil perde OCDE ,amanhã o Brasil ganha o NobelDaPaz ,obrigado Filho do Brasil. ;2019-10-10T20:40:09
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Lul@ libre ;2019-10-10T20:45:59
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Toma troux@s!!! ;2019-10-10T20:45:32
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;LulãoLuladrão distribuiu o dinheiro do povo brasileiro para DitadurasEsquerdopatasGenocidas e tomamos vários calotes! Só da Venezuela o calote foi mais de 1 Bilhão! Isso sem citar todos roubos para o próprio bolso. Na última delação do MarceloOdebrecht que saiu alguns dias atrás não saiu a notícia aqui no G1Imbecil agressor de crianças mas ele entregou documentos comprovando propina de mais de 300 milhões para o LulãoLuladrão!!!!!!!;2019-10-10T19:49:31
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Trump confirmou o apoio ao Brasil e de quebra fez a EsquerdalhaSocialistaSujaDesonesta surtar! kkkkkkkkkkkkkk Estavam torcendo contra e comemorando por alguns minutos e agora estão dando chiliquinho! DealWithIt SocialistBitches!! kkkkkkkkkkkkkkkkkk TchhuuuuuuupaEsquerdalha!;2019-10-10T19:57:18
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Seu presidente em uma tacada só perdeu 132,6 milhões da Noruega e 155 milhões da Alemanha vou deixar vc somar.  O seu presidente se achou no direito de jogar fora quase 300 milhões . Nos primeiros meses de governo.;2019-10-10T20:01:21
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Faz sentido priorizar a Argentina neste momento uma vez que a NefastaAmeaçaSocialista os está espreitando novamente mas com o Trump na jogada vai mudar o rumo das eleições de lá e vamos aos poucos exterminando os PorcosSocilaistasComunistas e os tirando do poder para que não façam mais vítimas! People of America God bless you! Brasil acima de tudo e Deus acima de todos! Trump2020/Bolsonaro2022!;2019-10-10T20:01:33
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Bolsotrooper i.diota mor! Só fala l.ix.0. Tem de onde  puxar!;2019-10-10T20:19:33
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Trump confirmou o apoio ao Brasil e de quebra fez a EsquerdalhaSocialistaSujaDesonesta surtar! kkkkkkkkkkkkkk Estavam torcendo contra e comemorando por alguns minutos e agora estão dando chiliquinho! DealWithIt SocialistBitches!! kkkkkkkkkkkkkkkkkk TchhuuuuuuupaEsquerdalhaImunda!;2019-10-10T20:45:03
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Faz sentido priorizar a Argentina neste momento uma vez que a NefastaAmeaçaSocialista os está espreitando novamente mas com o Trump na jogada vai mudar o rumo das eleições de lá e vamos aos poucos exterminando os PorcosSocilaistasComunistas e os tirando do poder para que não façam mais vítimas! People of America God bless you! Brasil acima de tudo e Deus acima de todos! Trump2020/Bolsonaro2022!!!!!;2019-10-10T20:45:13
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;"Comparamos o Brasil com o os outros países, a mudança para o regime liberal, a prioridade será nossa e a maioria dos países membros sabem a capacidade econômica e produtiva nossa, somente agora no atual governo.
";2019-10-10T20:44:24
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;E eu desde criança achava que o Donald era amigo do Pateta...;2019-10-10T18:52:20
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;"Senhor Eduardo, boa noite. ""Muito Espirituoso""
";2019-10-10T19:02:49
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;"Senhor Eduardo, boa noite. ""Que País é este?"".";2019-10-10T19:04:34
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;"Senhores, boa noite, Antes de atacarem a Argentina estudem sua História. Pesquisem, a Argentina foi ""laureada com cinco ""NOBEL"".";2019-10-10T19:15:38
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;hahahahahhahahahahahhahahahhahahhahaha essa foi a melhor do dia!;2019-10-10T19:34:02
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml;Helênio Parreiras moro em búzios/RJ e tenho estudado bastante seus hermanos Argentinos ! alguns passando fome,alguns alugando casa e não pagando, a maioria que não gostam de trabalho, alguns que não querem voltar para Buenos Aires jamais.;2019-10-10T20:43:13
