link;comentarios;data_comentario
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Quem falou a data Falha ???? kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;2019-12-08T11:53:34
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Kkkkkkk DATA FOICE? Quem vai acreditar nisso!!!!! Fala sério!!;2019-12-08T11:52:02
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Os bolsininions não acreditam kkkkkkkk;2019-12-08T11:53:15
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;kkkkk data folha sendo data folha ....... se 36 reprovam obviamente 100-36  não seria  64 redator do cacete ?;2019-12-08T11:53:02
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;pois é 80% da população é assalariada com menos de 2 sm, que precisam do sus, educação, aposentadoria, moradia, transporte, mas elegem um neoliberal que retira direitos, vai entender esse povo m a s o q u i s t a.;2019-12-08T11:06:34
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;É  Luiz pelo menos quem come mortadela come alguma coisa bem melhor que as migalhas de farelo que vc recebe pra defender neoliberal ;2019-12-08T11:37:44
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;"Não esqueçamos: Joice garantiu que 1/4 é ""fake"". Vamos lá robozada, identifiquem-se! hehe";2019-12-08T11:53:01
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Devem estar avaliando o Haddad, segundo essa pesquisa ele ao presidente kkkk;2019-12-08T11:52:39
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;DATA FOLHA KKKKKKKKKKKKKKKKKKKKK;2019-12-08T11:51:09
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;"E o 
 9 dedo só subindo no ibope .";2019-12-08T11:39:20
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;9 fingers não consegue encher nem uma VAN para ouvi-lo, não consegue pegar um avião comercial, não consegue ir num ginásio da sua cidade, não consegue ir numa feira...mas acha que é popular. kkkkkkkkkkkkkk;2019-12-08T11:49:18
